Mod:Item:MetaData, Localized Name
erebus:plankStairWhite:0, Белые ступеньки
erebus:slabPlanksWhite:0, Белая плита
erebus:fenceWhite:0, Белый забор
erebus:fenceGateWhite:0, Белая калитка
erebus:plankStairBamboo:0, Ступеньки из бамбука
erebus:slabPlanksBamboo:0, Плита из бамбука
erebus:fenceBamboo:0, Забор из бамбука
erebus:fenceGateBamboo:0, Калитка из бамбука
erebus:logRotten:0, Древесина гнилого дерева
erebus:plankStairRotten:0, Ступеньки из гнилого дерева
erebus:slabPlanksRotten:0, Плита из гнилого дерева
erebus:fenceRotten:0, Забор из гнилого дерева
erebus:fenceGateRotten:0, Калитка из гнилого дерева
erebus:logMarshwood:0, Древесина болотного дерева
erebus:saplingMarshwood:0, Саженец болотного дерева
erebus:plankStairMarshwood:0, Ступеньки из болотного дерева
erebus:slabPlanksMarshwood:0, Плита из болотного дерева
erebus:fenceMarshwood:0, Забор из болотного дерева
erebus:fenceGateMarshwood:0, Калитка из болотного дерева
erebus:leavesMarshwood:0, Листва болотного дерева
erebus:portal, Портал в «Эреб»
erebus:umberstone:0, Умбровый камень
erebus:umberstone:1, Умбровый булыжник
erebus:umberstone:2, Замшелый умбровый булыжник
erebus:umberstone:3, Обмотанный паутиной умбровый булыжник
erebus:umberstone:4, Умбровый кирпич
erebus:umberstone:5, Гладкая умбровая плитка
erebus:umberstone:6, Гладкие умбровые плитки
erebus:redGem:0, Красный камень
erebus:redGem:1, Красная лампа
erebus:amber:0, Янтарь
erebus:amber:1, Янтарное стекло
erebus:amber:2, Янтарный кирпич
erebus:quickSand, Зыбучий песок
erebus:ghostSand, Призрачный песок
erebus:umberstoneButton, Кнопка из умбрового камня
erebus:volcanicRock, Вулканический камень
erebus:swampVent, Отверстие болотного газа
erebus:umberGravel, Умбровый гравий
erebus:oreCoal, Угольная руда
erebus:oreIron, Железная руда
erebus:oreGold, Золотая руда
erebus:oreLapis, Лазуритовая руда
erebus:oreDiamond, Алмазная руда
erebus:oreEmerald, Изумрудная руда
erebus:oreJade, Нефритовая руда
erebus:oreEncrustedDiamond, Руда вулканического алмаза
erebus:orePetrifiedWood, Руда окаменелого дерева
erebus:oreFossil, Окаменелая руда
erebus:oreGneiss, Гнейсовая руда
erebus:oreQuartz, Кварцевая руда
erebus:oreAluminium, Алюминиевая руда
erebus:oreCopper, Медная руда
erebus:oreLead, Свинцовая руда
erebus:oreSilver, Серебряная руда
erebus:oreTin, Оловянная руда
erebus:planks:0, Доски из баобаба
erebus:planks:1, Доски из эвкалипта
erebus:planks:2, Доски из красного дерева
erebus:planks:3, Доски из мшистой коры
erebus:planks:4, Доски из аспера
erebus:planks:5, Доски из кипариса
erebus:planks:6, Сочные доски
erebus:planks:7, Белые доски
erebus:planks:8, Доски из бамбука
erebus:planks:9, Доски из гнилого дерева
erebus:planks:10, Доски из болотного дерева
erebus:log_hollow_acacia, Древесина полой акации
erebus:flower:0, Чёрный лепесток
erebus:flower:1, Красный лепесток
erebus:flower:2, Коричневый лепесток
erebus:flower:3, Синий лепесток
erebus:flower:4, Фиолетовый лепесток
erebus:flower:5, Бирюзовый лепесток
erebus:flower:6, Светло-серый лепесток
erebus:flower:7, Серый лепесток
erebus:flower:8, Розовый лепесток
erebus:flower:9, Жёлый лепесток
erebus:flower:10, Светло-синий лепесток
erebus:flower:11, Сиреневый лепесток
erebus:flower:12, Оранжевый лепесток
erebus:flower:13, Белый лепесток
erebus:flower:14, Взрывающаяся стигма
erebus:flower:15, Стебель
erebus:stigma:0, Чёрная стигма
erebus:stigma:1, Красная стигма
erebus:stigma:2, Коричневая стигма
erebus:stigma:3, Синяя стигма
erebus:stigma:4, Фиолетовая стигма
erebus:stigma:5, Бирюзовая стигма
erebus:stigma:6, Светло-серая стигма
erebus:stigma:7, Серая стигма
erebus:stigma:8, Розовая стигма
erebus:stigma:9, Жёлтая стигма
erebus:stigma:10, Светло-синяя стигма
erebus:stigma:11, Сиреневая стигма
erebus:stigma:12, Оранжевая стигма
erebus:stigma:13, Белая стигма
erebus:log_scorched, Выжженная древесина
erebus:planks_scorched, Выжженные доски
erebus:planks_varnished, Лакированные доски
erebus:saplessLog, Сухая древесина
erebus:sundew, Росянка
erebus:weepingBlue, Плачущий цветок
erebus:bullrush, Камышевидник
erebus:droughtedShrub, Сухой кустарник
erebus:tangledStalk, Переплетающийся шляпочный гриб
erebus:highCapped, Гриб с высокой шляпкой
erebus:waterFlower, Высокоцвет
erebus:fiddlehead, Скрипичник
erebus:fern, Папоротник
erebus:fireBloom, Огнецвет
erebus:swampPlant, Болотное растение
erebus:nettleFlowered, Цветущая крапива
erebus:nettle, Крапива
erebus:desertShrub, Пустынный кустарник
erebus:bulbCappedShroom, Гриб с тёмной шляпкой
erebus:kaizerfinger, Гриб пальцев Кайзера
erebus:bundleshroom, Саркастический чешский гриб
erebus:greenMushroom, Бабушкин обувной гриб
erebus:dutchCap, Гриб с голландской шляпкой
erebus:thorns, Шипы
erebus:turnipsCrop, Репки
erebus:hanger, Подвеса Эреба
erebus:wallPlants:0, Мох
erebus:wallPlants:1, Плесень
erebus:wallPlantsCultivated:0, Выращенный мох
erebus:wallPlantsCultivated:1, Выращенная плесень
erebus:mushroomCap0, Гриб с тёмной шляпкой
erebus:mushroomCap1, Бабушкин обувной гриб
erebus:mushroomCap2, Саркастический чешский гриб
erebus:mushroomCap3, Гриб пальцев Кайзера
erebus:mushroomCap4, Гриб с голландской шляпкой
erebus:glowshroom, Светящийся гриб
erebus:glowshroomStalk, Ножка светящегося гриба
erebus:glowshroomStalkDown1, Ножка светящегося гриба
erebus:glowshroomStalkDown2, Ножка светящегося гриба
erebus:glowshroomStalkDown3, Ножка светящегося гриба
erebus:glowshroomStalkN1, Ножка светящегося гриба
erebus:glowshroomStalkS1, Ножка светящегося гриба
erebus:glowshroomStalkNS2, Ножка светящегося гриба
erebus:glowshroomStalkW1, Ножка светящегося гриба
erebus:glowshroomStalkE1, Ножка светящегося гриба
erebus:glowshroomStalkWE2, Ножка светящегося гриба
erebus:glowshroomStalkN3, Ножка светящегося гриба
erebus:glowshroomStalkS3, Ножка светящегося гриба
erebus:glowshroomStalkW3, Ножка светящегося гриба
erebus:glowshroomStalkE3, Ножка светящегося гриба
erebus:flowerPlanted:0, Чёрный цветок
erebus:flowerPlanted:1, Красный цветок
erebus:flowerPlanted:2, Коричневый цветок
erebus:flowerPlanted:3, Синий цветок
erebus:flowerPlanted:4, Фиолетовый цветок
erebus:flowerPlanted:5, Бирюзовый цветок
erebus:flowerPlanted:6, Светло-серый цветок
erebus:flowerPlanted:7, Серый цветок
erebus:flowerPlanted:8, Розовый цветок
erebus:flowerPlanted:9, Жёлтый цветок
erebus:flowerPlanted:10, Светло-синий цветок
erebus:flowerPlanted:11, Сиреневый цветок
erebus:flowerPlanted:12, Оранжевый цветок
erebus:flowerPlanted:13, Белый цветок
erebus:flowerPlanted:14, Белый цветок
erebus:jadeBerryBush, Куст нефритовый ягоды
erebus:heartBerryBush, Куст ягоды любви
erebus:swampBerryBush, Куст болотной ягоды
erebus:mireCoral, Болотный коралл
erebus:algae, Болотные водоросли
erebus:cabbageCrop, Капуста
erebus:giantLilyPad, Гигантская кувшинка
erebus:pricklyPair, Кактус опунция
erebus:blockSilk, Шёлк
erebus:mirbrick, Кирпич из грязи
erebus:petrifiedWoodPlanks, Доски из окаменелого дерева
erebus:petrifiedCraftingTable, Окаменелый верстак
erebus:bambooCrate, Бамбуковый ящик
erebus:umberFurnace, Умбровая печь
erebus:umberPaver:0, Умбровая брусчатка
erebus:umberPaver:1, Замшелая умбровая брусчатка
erebus:umberPaver:2, Обмотанная паутиной умбровая брусчатка
erebus:insectRepellent, Блок средства от насекомых
erebus:bambooShoot, tile.erebus.bambooShoot.name
erebus:bambooCrop, Бамбуковый блок
erebus:bambooTorch, Бамбуковый факел
erebus:glowingJar, Светящийся кувшин
erebus:reinExo, Укреплённый экзоскелетный блок
erebus:bambooLadder, Бамбуковая лестница
erebus:bambooBridge, Бамбуковый мост
erebus:umberGolemStatue, Статуя умбрового голема
erebus:petrifiedWoodChest, Сундук из окаменелого дерева
erebus:blockBones, Блок костей
erebus:witherWeb, Иссушающая паутина
erebus:extenderThingy, Бамбуковый прокладчик мостов
erebus:bambooPole, Бамбуковый столб
erebus:umberstonePillar, Колонна из из умбрового камня
erebus:honeyCombBlock, Медовая сота
erebus:honeyBlock, Мёд
erebus:honeyTreat, Медовое угощение
erebus:mud, Грязь
erebus:mudBricks, Кирпич из грязи
erebus:jarOHoney, Кувшин мёда
erebus:blockJade, Нефритовый блок
erebus:glowGemBlock, Светящаяся драгоценность
erebus:mucusBomb, Слизневая бомба
erebus:siloSupports, Опоры силоса
erebus:siloTank, Резервуар силоса
erebus:siloRoof, Крыша силоса
erebus:composter, Компостер
erebus:formicAcid, Муравьиная кислота
erebus:dooramber, Янтарная дверь
erebus:doorbaobab, Дверь из баобаба
erebus:dooreucalyptus, Дверь из эвкалипта
erebus:doormahogany, Дверь из красного дерева
erebus:doormossbark, Дверь из мшистой коры
erebus:doorasper, Дверь из аспера
erebus:doorcypress, Дверь из кипариса
erebus:doorrotten, Дверь из гнилого дерева
erebus:doorpetrified, Дверь из окаменелого дерева
erebus:doorscorched, Выжженная дверь
erebus:doormarshwood, Дверь из болотного дерева
erebus:velocityBlock, Блок скорости
erebus:lightningSpeedBlock, Блок скорости молнии
erebus:altarBase, Основание алтаря
erebus:altarLightning, Алтарь молний
erebus:altarHealing, Алтарь лечения
erebus:altarXP, Алтарь опыта
erebus:altarRepair, Алтарь ремонта
erebus:offeringAltar, Алтарь предложений
erebus:spiderSpawner, Спаунер пауков
erebus:jumpingSpiderSpawner, Спаунер прыгающих пауков
erebus:tarantulaSpawner, Спаунер пауков-птицеедов
erebus:waspSpawner, Спаунер ос
erebus:antlionSpawner, Спаунер муравьиных львов
erebus:magmaCrawlerSpawner, Спаунер магмовой гусеницы
erebus:dragonflySpawner, Спаунер стрекоз
erebus:sldingBlockPuzzle, tile.erebus.sldingBlockPuzzle.name
erebus:completedPuzzle, tile.erebus.completedPuzzle.name
erebus:forceLock, Силовой ключ
erebus:zombieAntSpawner, Спавнер муравьев-зомби
erebus:zombieAntSoldierSpawner, Спавнер солдатов-зомби
erebus:capstone, Капитель пирамиды
erebus:waspNestBlock, Блок осиного гнезда
erebus:gneiss:0, Гнейс
erebus:gneiss:1, Иероглифический гнейс
erebus:gneiss:2, Многослойный гнейс
erebus:gneiss:3, Плиты из гнейса
erebus:gneiss:4, Гладкий гнейс
erebus:gneiss:5, Плитки из гнейса
erebus:templeBrick, Кирпич храма
erebus:templePillar, Колонна храма
erebus:templeTile, Плитка храма
erebus:gneissVent, Отверстие гнейсового газа
erebus:templeBrickUnbreaking, Неразрушимый камень храма
erebus:templeTeleporter, Храмовая панель телепортации
erebus:forceField, Силовое поле
erebus:anthillBlock, Блок муравейника
erebus:soldierAntTrap, Ловушка муравейника солдата
erebus:puffShroom, Пуфгриб муравейника
erebus:umbercobbleStairs0, Ступеньки из умбрового камня
erebus:umbercobbleStairs1, Ступеньки из умбрового булыжника
erebus:umbercobbleStairs2, Ступеньки из замшелого умбрового булыжника
erebus:umbercobbleStairs3, Ступеньки из обмотанного паутиной умбрового булыжника
erebus:umbercobbleStairs4, Ступеньки из умбрового кирпича
erebus:umbercobbleStairs5, Ступеньки из гладкой умбровой плитки
erebus:umbercobbleStairs6, Ступеньки из гладких умбровых плиток
erebus:slab-umberstone0:0, Плита из умбрового камня
erebus:slab-umberstone1:0, Плита из умбрового булыжника
erebus:slab-umberstone2:0, Плита из замшелого умбрового булыжника
erebus:slab-umberstone3:0, Плита из обмотанного паутиной умбрового булыжника
erebus:slab-umberstone4:0, Плита из умбрового кирпича
erebus:slab-umberPaver0:0, Плита из из умбровой брусчатки
erebus:slab-umberPaver1:0, Плита из замшелой умбровой брусчатки
erebus:slab-petrifiedWoodPlanks0:0, Плита из окаменелого дерева
erebus:gneissStairs0, Гнейсовые ступеньки
erebus:gneissStairs1, Ступеньки из иероглифического гнейса
erebus:gneissStairs2, Ступеньки из многослойного гнейса
erebus:gneissStairs3, Ступеньки из плит гнейса
erebus:gneissStairs4, Ступеньки из гладкого гнейса
erebus:gneissStairs5, Ступеньки из плиток гнейса
erebus:wallErebus:0, Стена из умбрового камня
erebus:wallErebus:1, Стена из умбрового булыжника
erebus:wallErebus:2, Стена из замшелого умбрового булыжника
erebus:wallErebus:3, Обмотанная паутиной стена из умбрового булыжника
erebus:wallErebus:4, Стена из умбрового кирпича
erebus:wallErebus:5, Стена из умбровой брусчатки
erebus:wallErebus:6, Стена из замшелой умбровой брусчатки
erebus:wallErebus:7, Обмотанная паутиной стена из умбровой брусчатки
erebus:wallErebus:8, Стена из янтарного кирпича
erebus:petrifiedWoodStairs, Ступеньки из окаменелого дерева
erebus:amberBrickStairs, Ступеньки из янтарного кирпича
erebus:waspNestStairs, Ступеньки из осиного гнезда
erebus:anthillStairs, Ступеньки из муравейника (НЕ ИСПОЛЬЗУЕТСЯ)
erebus:smoothieMaker, Эреб Ко. Смузи-Машина 2000
erebus:gaeanKeystone, Гаеанов замковый камень
erebus:tarantulaEgg, Яйцо паука-птицееда
erebus:antlionEgg, Яйцо муравьиного льва
erebus:preservedBlock, Законсервированный блок
erebus:armchair, Кресло путешественника
erebus:wand_of_preservation, Жезл консервации
erebus:portalActivator, Посох Гайи
erebus:materials:0, Экзоскелетная пластина
erebus:materials:1, Нефрит
erebus:materials:2, Костный осколок
erebus:materials:3, Бамбук
erebus:materials:4, Составные глаза
erebus:materials:5, Составные линзы очков
erebus:materials:6, Крыло полёта
erebus:materials:7, Окаменевшая древесина
erebus:materials:8, Биоскорость
erebus:materials:9, Эластичное волокно
erebus:materials:10, Жало осы
erebus:materials:11, Бамбуковый побег
erebus:materials:12, Красная драгоценность
erebus:materials:13, Биолюминесценция
erebus:materials:14, Сверхъестественная скорость
erebus:materials:15, Фрагмент алтаря
erebus:materials:16, Укреплённая экзоскелетная пластина
